time,id,x,y,angle
63.7,AUG_0,84.23,37.97,8.12
63.8,AUG_0,84.26,38.49,7.42
63.9,AUG_0,84.29,39,6.72
64,AUG_0,84.32,39.52,6.02
64.1,AUG_0,84.34,40.03,5.31
64.2,AUG_0,84.35,40.55,4.58
64.3,AUG_0,84.35,41.07,3.85
64.4,AUG_0,84.36,41.54,3.18
64.5,AUG_0,84.35,42.06,2.47
64.6,AUG_0,84.34,42.58,1.77
64.7,AUG_0,84.33,43.1,1.09
64.8,AUG_0,84.3,43.62,0.43
64.9,AUG_0,84.27,44.14,359.76
65,AUG_0,84.24,44.66,359.09
65.1,AUG_0,84.2,45.18,358.42
65.2,AUG_0,84.14,45.69,357.72
65.3,AUG_0,84.09,46.21,357.02
65.4,AUG_0,84.03,46.73,356.35
65.5,AUG_0,83.95,47.24,355.61
65.6,AUG_0,83.88,47.76,354.87
65.7,AUG_0,83.8,48.28,354.14
65.8,AUG_0,83.71,48.8,353.43
65.9,AUG_0,83.61,49.32,352.72
66,AUG_0,83.52,49.83,352
66.1,AUG_0,83.41,50.35,351.31
66.2,AUG_0,83.29,50.86,350.62
66.3,AUG_0,83.17,51.37,349.93
66.4,AUG_0,83.05,51.88,349.26
66.5,AUG_0,82.92,52.39,348.61
66.6,AUG_0,82.79,52.9,347.97
66.7,AUG_0,82.65,53.41,347.32
66.8,AUG_0,82.49,53.91,346.59
66.9,AUG_0,82.33,54.41,345.86
67,AUG_0,82.17,54.91,345.14
67.1,AUG_0,82,55.41,344.44
67.2,AUG_0,81.83,55.9,343.75
67.3,AUG_0,81.65,56.4,343.06
67.4,AUG_0,81.46,56.88,342.34
67.5,AUG_0,81.27,57.37,341.59
67.6,AUG_0,81.07,57.85,340.85
67.7,AUG_0,80.87,58.33,340.13
67.8,AUG_0,80.66,58.81,339.5
67.9,AUG_0,80.45,59.29,338.86
68,AUG_0,80.24,59.76,338.23
68.1,AUG_0,80.01,60.23,337.51
68.2,AUG_0,79.77,60.69,336.79
68.3,AUG_0,79.54,61.16,336.06
68.4,AUG_0,79.29,61.62,335.37
68.5,AUG_0,79.04,62.07,334.72
68.6,AUG_0,78.8,62.53,334.06
68.7,AUG_0,78.54,62.98,333.38
68.8,AUG_0,78.27,63.43,332.6
68.9,AUG_0,78,63.87,331.81
69,AUG_0,77.72,64.31,331.03
69.1,AUG_0,77.44,64.75,330.41
69.2,AUG_0,77.16,65.18,329.8
69.3,AUG_0,76.88,65.61,329.19
69.4,AUG_0,76.59,66.04,328.51
69.5,AUG_0,76.28,66.46,327.77
69.6,AUG_0,75.98,66.87,327.03
69.7,AUG_0,75.67,67.29,326.32
69.8,AUG_0,75.35,67.69,325.66
69.9,AUG_0,75.03,68.1,325
70,AUG_0,74.71,68.5,324.35
70.1,AUG_0,74.38,68.9,323.63
70.2,AUG_0,74.05,69.29,322.9
70.3,AUG_0,73.72,69.68,322.17
70.4,AUG_0,73.38,70.07,321.49
70.5,AUG_0,73.03,70.44,320.87
70.6,AUG_0,72.69,70.82,320.24
70.7,AUG_0,72.34,71.2,319.62
70.8,AUG_0,71.98,71.56,318.95
70.9,AUG_0,71.62,71.92,318.28
71,AUG_0,71.27,72.27,317.62
71.1,AUG_0,70.9,72.62,316.93
71.2,AUG_0,70.53,72.95,316.23
71.3,AUG_0,70.17,73.29,315.54
71.4,AUG_0,69.79,73.62,314.84
71.5,AUG_0,69.41,73.95,314.14
71.6,AUG_0,69.03,74.27,313.44
71.7,AUG_0,68.65,74.59,312.74
71.8,AUG_0,68.26,74.9,312.08
71.9,AUG_0,67.87,75.21,311.43
72,AUG_0,67.48,75.52,310.78
72.1,AUG_0,67.09,75.82,310.15
72.2,AUG_0,66.69,76.11,309.54
72.3,AUG_0,66.3,76.4,308.94
72.4,AUG_0,65.9,76.69,308.34
72.5,AUG_0,65.49,76.96,307.67
72.6,AUG_0,65.08,77.23,306.98
72.7,AUG_0,64.67,77.49,306.29
72.8,AUG_0,64.26,77.75,305.61
72.9,AUG_0,63.85,78.01,305
73,AUG_0,63.44,78.26,304.38
73.1,AUG_0,63.03,78.51,303.76
73.2,AUG_0,62.61,78.75,303.1
73.3,AUG_0,62.18,78.98,302.41
73.4,AUG_0,61.76,79.22,301.72
73.5,AUG_0,61.34,79.44,301.04
73.6,AUG_0,60.91,79.66,300.48
73.7,AUG_0,60.49,79.88,299.92
73.8,AUG_0,60.06,80.09,299.36
73.9,AUG_0,59.64,80.3,298.74
74,AUG_0,59.2,80.49,298.03
74.1,AUG_0,58.77,80.68,297.31
74.2,AUG_0,58.34,80.87,296.6
74.3,AUG_0,57.9,81.05,295.98
74.4,AUG_0,57.46,81.23,295.38
74.5,AUG_0,57.02,81.41,294.79
74.6,AUG_0,56.59,81.58,294.19
74.7,AUG_0,56.14,81.74,293.53
74.8,AUG_0,55.7,81.9,292.87
74.9,AUG_0,55.26,82.05,292.22
75,AUG_0,54.81,82.21,291.6
75.1,AUG_0,54.37,82.35,291.03
75.2,AUG_0,53.92,82.49,290.47
75.3,AUG_0,53.48,82.63,289.9
75.4,AUG_0,53.03,82.75,289.26
75.5,AUG_0,52.57,82.87,288.59
75.6,AUG_0,52.12,82.99,287.92
75.7,AUG_0,51.66,83.11,287.25
75.8,AUG_0,51.2,83.21,286.63
75.9,AUG_0,50.75,83.32,286.01
76,AUG_0,50.29,83.42,285.39
76.1,AUG_0,49.83,83.52,284.77
76.2,AUG_0,49.38,83.6,284.13
76.3,AUG_0,48.92,83.68,283.48
76.4,AUG_0,48.46,83.77,282.84
76.5,AUG_0,48,83.84,282.24
76.6,AUG_0,47.53,83.91,281.66
76.7,AUG_0,47.07,83.98,281.09
76.8,AUG_0,46.6,84.04,280.51
76.9,AUG_0,46.14,84.09,279.9
77,AUG_0,45.67,84.14,279.29
77.1,AUG_0,45.21,84.19,278.67
77.2,AUG_0,44.74,84.24,278.05
77.3,AUG_0,44.27,84.26,277.42
77.4,AUG_0,43.8,84.29,276.78
77.5,AUG_0,43.34,84.32,276.15
77.6,AUG_0,42.87,84.33,275.51
77.7,AUG_0,42.4,84.34,274.85
77.8,AUG_0,41.93,84.35,274.19
77.9,AUG_0,41.46,84.36,273.53
78,AUG_0,41.04,84.35,272.94
78.1,AUG_0,40.58,84.35,272.31
78.2,AUG_0,40.11,84.34,271.68
78.3,AUG_0,39.64,84.33,271.06
78.4,AUG_0,39.16,84.3,270.46
78.5,AUG_0,38.69,84.27,269.85
78.6,AUG_0,38.22,84.25,269.24
78.7,AUG_0,37.75,84.21,268.65
78.8,AUG_0,37.28,84.16,268.01
78.9,AUG_0,36.81,84.11,267.37
79,AUG_0,36.34,84.07,266.73
79.1,AUG_0,35.87,84,266.11
79.2,AUG_0,35.4,83.93,265.44
79.3,AUG_0,34.93,83.87,264.77
79.4,AUG_0,34.45,83.8,264.1
79.5,AUG_0,33.98,83.71,263.46
79.6,AUG_0,33.51,83.62,262.81
79.7,AUG_0,33.04,83.54,262.16
79.8,AUG_0,32.57,83.44,261.52
79.9,AUG_0,32.1,83.34,260.89
80,AUG_0,31.63,83.23,260.26
80.1,AUG_0,31.16,83.12,259.63
80.2,AUG_0,30.69,83,259.02
80.3,AUG_0,30.22,82.88,258.43
80.4,AUG_0,29.75,82.76,257.84
80.5,AUG_0,29.29,82.63,257.22
80.6,AUG_0,28.82,82.48,256.55
80.7,AUG_0,28.36,82.33,255.87
80.8,AUG_0,27.89,82.19,255.2
80.9,AUG_0,27.43,82.03,254.55
81,AUG_0,26.97,81.86,253.9
81.1,AUG_0,26.51,81.7,253.26
81.2,AUG_0,26.05,81.53,252.6
81.3,AUG_0,25.59,81.35,251.9
81.4,AUG_0,25.14,81.16,251.19
81.5,AUG_0,24.68,80.98,250.49
81.6,AUG_0,24.22,80.78,249.85
81.7,AUG_0,23.77,80.58,249.25
81.8,AUG_0,23.31,80.38,248.65
81.9,AUG_0,22.86,80.17,248.04
82,AUG_0,22.42,79.95,247.34
82.1,AUG_0,21.97,79.72,246.64
82.2,AUG_0,21.53,79.5,245.94
82.3,AUG_0,21.09,79.26,245.29
82.4,AUG_0,20.65,79.02,244.66
82.5,AUG_0,20.21,78.78,244.03
82.6,AUG_0,19.77,78.53,243.36
82.7,AUG_0,19.34,78.27,242.6
82.8,AUG_0,18.91,78,241.84
82.9,AUG_0,18.47,77.74,241.07
83,AUG_0,18.05,77.46,240.45
83.1,AUG_0,17.62,77.19,239.86
83.2,AUG_0,17.19,76.91,239.26
83.3,AUG_0,16.77,76.62,238.6
83.4,AUG_0,16.36,76.32,237.87
83.5,AUG_0,15.94,76.02,237.13
83.6,AUG_0,15.53,75.71,236.41
83.7,AUG_0,15.12,75.4,235.75
83.8,AUG_0,14.72,75.08,235.1
83.9,AUG_0,14.31,74.76,234.44
84,AUG_0,13.92,74.43,233.73
84.1,AUG_0,13.52,74.09,232.99
84.2,AUG_0,13.13,73.76,232.26
84.3,AUG_0,12.74,73.42,231.57
84.4,AUG_0,12.35,73.07,230.93
84.5,AUG_0,11.97,72.72,230.29
84.6,AUG_0,11.58,72.36,229.65
84.7,AUG_0,11.21,71.99,228.94
84.8,AUG_0,10.84,71.62,228.23
84.9,AUG_0,10.48,71.25,227.52
85,AUG_0,10.12,70.86,226.8
85.1,AUG_0,9.76,70.48,226.09
85.2,AUG_0,9.4,70.09,225.38
85.3,AUG_0,9.05,69.7,224.66
85.4,AUG_0,8.71,69.29,223.92
85.5,AUG_0,8.37,68.89,223.19
85.6,AUG_0,8.03,68.49,222.46
85.7,AUG_0,7.71,68.07,221.79
85.8,AUG_0,7.38,67.65,221.12
85.9,AUG_0,7.05,67.24,220.44
86,AUG_0,6.73,66.8,219.77
86.1,AUG_0,6.42,66.37,219.09
86.2,AUG_0,6.1,65.94,218.41
86.3,AUG_0,5.8,65.5,217.68
86.4,AUG_0,5.51,65.05,216.93
86.5,AUG_0,5.23,64.61,216.17
86.6,AUG_0,4.94,64.16,215.45
86.7,AUG_0,4.66,63.7,214.77
86.8,AUG_0,4.38,63.25,214.09
86.9,AUG_0,4.11,62.79,213.4
87,AUG_0,3.85,62.32,212.64
87.1,AUG_0,3.6,61.86,211.88
87.2,AUG_0,3.34,61.39,211.12
87.3,AUG_0,3.1,60.92,210.46
87.4,AUG_0,2.87,60.44,209.8
87.5,AUG_0,2.63,59.97,209.15
87.6,AUG_0,2.41,59.49,208.42
87.7,AUG_0,2.19,59,207.65
87.8,AUG_0,1.97,58.52,206.89
87.9,AUG_0,1.77,58.04,206.16
88,AUG_0,1.57,57.55,205.5
88.1,AUG_0,1.37,57.06,204.84
88.2,AUG_0,1.17,56.57,204.17
88.3,AUG_0,1,56.08,203.46
88.4,AUG_0,0.82,55.58,202.76
88.5,AUG_0,0.64,55.09,202.05
88.6,AUG_0,0.48,54.59,201.39
88.7,AUG_0,0.33,54.09,200.72
88.8,AUG_0,0.17,53.59,200.06
88.9,AUG_0,0.02,53.09,199.36
89,AUG_0,-0.11,52.58,198.61
89.1,AUG_0,-0.24,52.07,197.85
89.2,AUG_0,-0.37,51.56,197.11
89.3,AUG_0,-0.49,51.05,196.42
89.4,AUG_0,-0.6,50.54,195.73
89.5,AUG_0,-0.72,50.02,195.03
89.6,AUG_0,-0.82,49.5,194.3
89.7,AUG_0,-0.91,48.98,193.57
89.8,AUG_0,-1.01,48.46,192.84
89.9,AUG_0,-1.09,47.94,192.16
90,AUG_0,-1.17,47.41,191.51
90.1,AUG_0,-1.24,46.89,190.86
90.2,AUG_0,-1.31,46.36,190.18
90.3,AUG_0,-1.36,45.84,189.46
90.4,AUG_0,-1.41,45.31,188.73
90.5,AUG_0,-1.46,44.79,188.01
90.6,AUG_0,-1.5,44.26,187.33
90.7,AUG_0,-1.53,43.74,186.65
90.8,AUG_0,-1.56,43.21,185.97
90.9,AUG_0,-1.58,42.69,185.25
91,AUG_0,-1.59,42.16,184.51
91.1,AUG_0,-1.6,41.64,183.77
91.2,AUG_0,-1.6,41.16,183.11
91.3,AUG_0,-1.59,40.63,182.44
91.4,AUG_0,-1.58,40.1,181.76
91.5,AUG_0,-1.57,39.58,181.09
91.6,AUG_0,-1.53,39.06,180.35
91.7,AUG_0,-1.5,38.53,179.61
91.8,AUG_0,-1.47,38.01,178.87
91.9,AUG_0,-1.42,37.49,178.21
92,AUG_0,-1.37,36.97,177.54
92.1,AUG_0,-1.32,36.45,176.86
92.2,AUG_0,-1.25,35.93,176.2
92.3,AUG_0,-1.18,35.41,175.46
92.4,AUG_0,-1.1,34.89,174.73
92.5,AUG_0,-1.02,34.38,174.01
92.6,AUG_0,-0.93,33.87,173.34
92.7,AUG_0,-0.84,33.36,172.67
92.8,AUG_0,-0.74,32.85,172
92.9,AUG_0,-0.63,32.35,171.3
93,AUG_0,-0.52,31.84,170.59
93.1,AUG_0,-0.4,31.34,169.88
93.2,AUG_0,-0.28,30.84,169.21
93.3,AUG_0,-0.15,30.34,168.57
93.4,AUG_0,-0.02,29.84,167.94
93.5,AUG_0,0.12,29.34,167.29
93.6,AUG_0,0.27,28.84,166.58
93.7,AUG_0,0.43,28.35,165.86
93.8,AUG_0,0.58,27.86,165.15
93.9,AUG_0,0.75,27.37,164.47
94,AUG_0,0.92,26.89,163.79
94.1,AUG_0,1.1,26.4,163.11
94.2,AUG_0,1.28,25.92,162.41
94.3,AUG_0,1.47,25.44,161.67
94.4,AUG_0,1.67,24.97,160.93
94.5,AUG_0,1.86,24.49,160.2
94.6,AUG_0,2.07,24.02,159.55
94.7,AUG_0,2.28,23.55,158.9
94.8,AUG_0,2.49,23.08,158.25
94.9,AUG_0,2.72,22.62,157.57
95,AUG_0,2.95,22.16,156.88
95.1,AUG_0,3.17,21.7,156.19
95.2,AUG_0,3.41,21.24,155.52
95.3,AUG_0,3.66,20.79,154.87
95.4,AUG_0,3.9,20.34,154.23
95.5,AUG_0,4.15,19.89,153.58
95.6,AUG_0,4.42,19.46,152.84
95.7,AUG_0,4.69,19.02,152.1
95.8,AUG_0,4.95,18.58,151.35
95.9,AUG_0,5.23,18.15,150.68
96,AUG_0,5.51,17.72,150.05
96.1,AUG_0,5.78,17.29,149.42
96.2,AUG_0,6.07,16.87,148.77
96.3,AUG_0,6.37,16.46,148.04
96.4,AUG_0,6.67,16.04,147.31
96.5,AUG_0,6.97,15.63,146.58
96.6,AUG_0,7.28,15.23,145.92
96.7,AUG_0,7.59,14.83,145.28
96.8,AUG_0,7.9,14.44,144.64
96.9,AUG_0,8.22,14.04,143.96
97,AUG_0,8.55,13.66,143.25
97.1,AUG_0,8.88,13.27,142.53
97.2,AUG_0,9.2,12.89,141.82
97.3,AUG_0,9.54,12.52,141.18
97.4,AUG_0,9.88,12.15,140.55
97.5,AUG_0,10.22,11.79,139.92
97.6,AUG_0,10.56,11.43,139.28
97.7,AUG_0,10.91,11.08,138.63
97.8,AUG_0,11.26,10.73,137.99
97.9,AUG_0,11.61,10.38,137.34
98,AUG_0,11.97,10.05,136.68
98.1,AUG_0,12.33,9.72,136.02
98.2,AUG_0,12.68,9.39,135.36
98.3,AUG_0,13.05,9.07,134.7
98.4,AUG_0,13.42,8.76,134.05
98.5,AUG_0,13.79,8.44,133.39
98.6,AUG_0,14.15,8.13,132.74
98.7,AUG_0,14.53,7.83,132.1
98.8,AUG_0,14.91,7.53,131.47
98.9,AUG_0,15.29,7.23,130.84
99,AUG_0,15.67,6.94,130.22
99.1,AUG_0,16.06,6.66,129.61
99.2,AUG_0,16.44,6.38,129
99.3,AUG_0,16.83,6.1,128.4
99.4,AUG_0,17.22,5.83,127.76
99.5,AUG_0,17.61,5.58,127.09
99.6,AUG_0,18.01,5.32,126.42
99.7,AUG_0,18.4,5.06,125.75
99.8,AUG_0,18.8,4.82,125.15
99.9,AUG_0,19.21,4.57,124.55
100,AUG_0,19.61,4.32,123.95
100.1,AUG_0,20.01,4.08,123.33
100.2,AUG_0,20.42,3.86,122.66
100.3,AUG_0,20.83,3.64,122
100.4,AUG_0,21.24,3.42,121.34
100.5,AUG_0,21.64,3.2,120.73
100.6,AUG_0,22.06,3,120.17
100.7,AUG_0,22.47,2.79,119.6
100.8,AUG_0,22.88,2.59,119.04
100.9,AUG_0,23.29,2.4,118.4
101,AUG_0,23.71,2.21,117.74
101.1,AUG_0,24.12,2.03,117.08
101.2,AUG_0,24.53,1.84,116.42
101.3,AUG_0,24.95,1.67,115.86
101.4,AUG_0,25.37,1.5,115.29
101.5,AUG_0,25.78,1.34,114.73
101.6,AUG_0,26.2,1.17,114.16
101.7,AUG_0,26.62,1.02,113.55
101.8,AUG_0,27.04,0.87,112.95
101.9,AUG_0,27.47,0.72,112.35
102,AUG_0,27.89,0.57,111.76
102.1,AUG_0,28.31,0.44,111.2
102.2,AUG_0,28.74,0.3,110.63
102.3,AUG_0,29.16,0.17,110.07
102.4,AUG_0,29.59,0.05,109.48
102.5,AUG_0,30.02,-0.07,108.84
102.6,AUG_0,30.45,-0.18,108.21
102.7,AUG_0,30.87,-0.29,107.57
102.8,AUG_0,31.3,-0.4,106.97
102.9,AUG_0,31.73,-0.49,106.39
103,AUG_0,32.16,-0.59,105.81
103.1,AUG_0,32.59,-0.69,105.23
103.2,AUG_0,33.02,-0.77,104.63
103.3,AUG_0,33.46,-0.85,104.02
103.4,AUG_0,33.89,-0.93,103.41
103.5,AUG_0,34.33,-1.01,102.8
103.6,AUG_0,34.77,-1.08,102.24
103.7,AUG_0,35.2,-1.15,101.69
103.8,AUG_0,35.64,-1.21,101.15
103.9,AUG_0,36.07,-1.27,100.61
104,AUG_0,36.51,-1.32,100.02
104.1,AUG_0,36.95,-1.36,99.41
104.2,AUG_0,37.39,-1.41,98.8
104.3,AUG_0,37.84,-1.45,98.19
104.4,AUG_0,38.28,-1.48,97.61
104.5,AUG_0,38.73,-1.51,97.04
104.6,AUG_0,39.18,-1.54,96.46
104.7,AUG_0,39.62,-1.57,95.88
104.8,AUG_0,40.07,-1.58,95.25
104.9,AUG_0,40.52,-1.59,94.62
105,AUG_0,40.97,-1.59,93.98
105.1,AUG_0,41.41,-1.6,93.37
105.2,AUG_0,41.85,-1.59,92.79
105.3,AUG_0,42.32,-1.58,92.19
105.4,AUG_0,42.79,-1.58,91.59
105.5,AUG_0,43.25,-1.56,90.99
105.6,AUG_0,43.72,-1.53,90.33
105.7,AUG_0,44.18,-1.5,89.67
105.8,AUG_0,44.65,-1.47,89.01
105.9,AUG_0,45.12,-1.43,88.41
106,AUG_0,45.58,-1.39,87.81
106.1,AUG_0,46.05,-1.34,87.2
106.2,AUG_0,46.52,-1.3,86.6
106.3,AUG_0,46.98,-1.23,85.99
106.4,AUG_0,47.44,-1.16,85.33
106.5,AUG_0,47.91,-1.09,84.67
106.6,AUG_0,48.37,-1.02,84.02
106.7,AUG_0,48.84,-0.94,83.41
106.8,AUG_0,49.3,-0.85,82.8
106.9,AUG_0,49.77,-0.77,82.19
107,AUG_0,50.23,-0.67,81.56
107.1,AUG_0,50.69,-0.57,80.91
107.2,AUG_0,51.16,-0.46,80.25
107.3,AUG_0,51.62,-0.36,79.6
107.4,AUG_0,52.08,-0.24,79.01
107.5,AUG_0,52.54,-0.12,78.43
107.6,AUG_0,53,0,77.84
107.7,AUG_0,53.46,0.13,77.24
107.8,AUG_0,53.92,0.27,76.58
107.9,AUG_0,54.37,0.42,75.92
108,AUG_0,54.83,0.56,75.26
108.1,AUG_0,55.28,0.71,74.62
108.2,AUG_0,55.73,0.88,73.98
108.3,AUG_0,56.19,1.04,73.35
108.4,AUG_0,56.64,1.2,72.71
108.5,AUG_0,57.09,1.38,72.02
108.6,AUG_0,57.54,1.56,71.32
108.7,AUG_0,57.99,1.75,70.63
108.8,AUG_0,58.44,1.94,69.97
108.9,AUG_0,58.89,2.14,69.34
109,AUG_0,59.34,2.34,68.72
109.1,AUG_0,59.79,2.54,68.09
109.2,AUG_0,60.23,2.76,67.43
109.3,AUG_0,60.68,2.98,66.76
109.4,AUG_0,61.13,3.21,66.09
109.5,AUG_0,61.57,3.44,65.44
109.6,AUG_0,62.01,3.68,64.81
109.7,AUG_0,62.45,3.92,64.17
109.8,AUG_0,62.9,4.17,63.53
109.9,AUG_0,63.33,4.44,62.79
110,AUG_0,63.77,4.7,62.05
110.1,AUG_0,64.21,4.97,61.3
110.2,AUG_0,64.64,5.25,60.63
110.3,AUG_0,65.08,5.53,60
110.4,AUG_0,65.51,5.81,59.36
110.5,AUG_0,65.94,6.1,58.69
110.6,AUG_0,66.36,6.41,57.95
110.7,AUG_0,66.78,6.71,57.2
110.8,AUG_0,67.2,7.02,56.46
110.9,AUG_0,67.61,7.35,55.79
111,AUG_0,68.02,7.67,55.12
111.1,AUG_0,68.43,7.99,54.46
111.2,AUG_0,68.84,8.33,53.74
111.3,AUG_0,69.24,8.67,52.99
111.4,AUG_0,69.64,9.01,52.24
111.5,AUG_0,70.04,9.36,51.53
111.6,AUG_0,70.43,9.72,50.85
111.7,AUG_0,70.82,10.08,50.17
111.8,AUG_0,71.21,10.44,49.5
111.9,AUG_0,71.6,10.82,48.82
112,AUG_0,71.98,11.2,48.14
112.1,AUG_0,72.36,11.58,47.45
112.2,AUG_0,72.73,11.98,46.7
112.3,AUG_0,73.1,12.38,45.94
112.4,AUG_0,73.46,12.79,45.17
112.5,AUG_0,73.82,13.2,44.43
112.6,AUG_0,74.18,13.62,43.69
112.7,AUG_0,74.53,14.04,42.95
112.8,AUG_0,74.88,14.46,42.2
112.9,AUG_0,75.22,14.89,41.46
113,AUG_0,75.56,15.33,40.71
113.1,AUG_0,75.89,15.77,40
113.2,AUG_0,76.22,16.21,39.32
113.3,AUG_0,76.54,16.66,38.64
113.4,AUG_0,76.86,17.12,37.93
113.5,AUG_0,77.16,17.58,37.14
113.6,AUG_0,77.47,18.05,36.35
113.7,AUG_0,77.77,18.53,35.57
113.8,AUG_0,78.07,19.01,34.85
113.9,AUG_0,78.36,19.49,34.13
114,AUG_0,78.66,19.98,33.39
114.1,AUG_0,78.93,20.48,32.57
114.2,AUG_0,79.21,20.98,31.75
114.3,AUG_0,79.48,21.49,30.95
114.4,AUG_0,79.74,22,30.28
114.5,AUG_0,80,22.51,29.6
114.6,AUG_0,80.25,23.03,28.9
114.7,AUG_0,80.49,23.56,28.03
114.8,AUG_0,80.72,24.08,27.17
114.9,AUG_0,80.95,24.61,26.32
115,AUG_0,81.17,25.15,25.59
115.1,AUG_0,81.38,25.68,24.86
115.2,AUG_0,81.6,26.22,24.12
115.3,AUG_0,81.79,26.77,23.31
115.4,AUG_0,81.99,27.31,22.5
115.5,AUG_0,82.18,27.86,21.71
115.6,AUG_0,82.35,28.41,21.01
115.7,AUG_0,82.53,28.96,20.31
115.8,AUG_0,82.69,29.51,19.59
115.9,AUG_0,82.84,30.07,18.76
116,AUG_0,82.99,30.64,17.93
116.1,AUG_0,83.13,31.2,17.11
116.2,AUG_0,83.26,31.76,16.35
116.3,AUG_0,83.39,32.33,15.58
116.4,AUG_0,83.51,32.89,14.81
116.5,AUG_0,83.61,33.46,14.02
116.6,AUG_0,83.72,34.03,13.22
116.7,AUG_0,83.82,34.6,12.44
116.8,AUG_0,83.9,35.17,11.74
116.9,AUG_0,83.98,35.74,11.03
117,AUG_0,84.06,36.3,10.32
117.1,AUG_0,84.12,36.88,9.56
117.2,AUG_0,84.18,37.45,8.81
117.3,AUG_0,84.24,38.02,8.06
117.4,AUG_0,84.27,38.59,7.28
117.5,AUG_0,84.3,39.16,6.51
117.6,AUG_0,84.33,39.73,5.73
117.7,AUG_0,84.34,40.3,4.93
117.8,AUG_0,84.35,40.87,4.13
117.9,AUG_0,84.36,41.41,3.36
118,AUG_0,84.35,41.97,2.59
118.1,AUG_0,84.34,42.55,1.82
118.2,AUG_0,84.33,43.12,1.07
118.3,AUG_0,84.3,43.69,0.34
118.4,AUG_0,84.26,44.25,359.61
118.5,AUG_0,84.23,44.82,358.89
118.6,AUG_0,84.17,45.38,358.15
118.7,AUG_0,84.12,45.93,357.39
118.8,AUG_0,84.06,46.49,356.64
118.9,AUG_0,83.98,47.04,355.91
119,AUG_0,83.9,47.58,355.13
119.1,AUG_0,83.82,48.13,354.36
119.2,AUG_0,83.73,48.67,353.61
119.3,AUG_0,83.63,49.2,352.87
119.4,AUG_0,83.53,49.74,352.13
119.5,AUG_0,83.42,50.27,351.42
119.6,AUG_0,83.31,50.79,350.71
119.7,AUG_0,83.19,51.32,350
119.8,AUG_0,83.06,51.84,349.31
119.9,AUG_0,82.93,52.36,348.66
120,AUG_0,82.79,52.87,348.01
120.1,AUG_0,82.66,53.38,347.35
120.2,AUG_0,82.5,53.88,346.63
120.3,AUG_0,82.34,54.38,345.91
120.4,AUG_0,82.19,54.88,345.19
120.5,AUG_0,82.02,55.36,344.5
120.6,AUG_0,81.84,55.85,343.82
120.7,AUG_0,81.67,56.33,343.14
120.8,AUG_0,81.49,56.82,342.44
120.9,AUG_0,81.3,57.29,341.71
121,AUG_0,81.1,57.77,340.97
121.1,AUG_0,80.91,58.24,340.25
121.2,AUG_0,80.71,58.7,339.64
121.3,AUG_0,80.5,59.16,339.03
121.4,AUG_0,80.3,59.62,338.42
121.5,AUG_0,80.09,60.08,337.76
121.6,AUG_0,79.86,60.52,337.06
121.7,AUG_0,79.64,60.96,336.37
121.8,AUG_0,79.41,61.4,335.68
121.9,AUG_0,79.18,61.83,335.06
122,AUG_0,78.94,62.26,334.45
122.1,AUG_0,78.71,62.69,333.84
122.2,AUG_0,78.47,63.11,333.16
122.3,AUG_0,78.21,63.51,332.44
122.4,AUG_0,77.96,63.92,331.72
122.5,AUG_0,77.71,64.33,331
122.6,AUG_0,77.46,64.73,330.44
122.7,AUG_0,77.2,65.13,329.88
122.8,AUG_0,76.94,65.52,329.32
122.9,AUG_0,76.68,65.91,328.74
123,AUG_0,76.4,66.29,328.07
123.1,AUG_0,76.13,66.67,327.4
123.2,AUG_0,75.85,67.05,326.73
123.3,AUG_0,75.57,67.42,326.11
123.4,AUG_0,75.28,67.78,325.52
123.5,AUG_0,75,68.15,324.93
123.6,AUG_0,74.71,68.51,324.34
123.7,AUG_0,74.41,68.86,323.69
123.8,AUG_0,74.12,69.21,323.04
123.9,AUG_0,73.82,69.56,322.39
124,AUG_0,73.52,69.91,321.76
124.1,AUG_0,73.21,70.25,321.2
124.2,AUG_0,72.91,70.58,320.64
124.3,AUG_0,72.6,70.92,320.08
124.4,AUG_0,72.29,71.25,319.52
124.5,AUG_0,71.97,71.57,318.93
124.6,AUG_0,71.66,71.88,318.34
124.7,AUG_0,71.34,72.2,317.75
124.8,AUG_0,71.02,72.51,317.15
124.9,AUG_0,70.69,72.81,316.53
125,AUG_0,70.36,73.11,315.91
125.1,AUG_0,70.04,73.4,315.3
125.2,AUG_0,69.71,73.69,314.69
125.3,AUG_0,69.38,73.98,314.07
125.4,AUG_0,69.04,74.26,313.46
125.5,AUG_0,68.71,74.54,312.85
125.6,AUG_0,68.37,74.82,312.26
125.7,AUG_0,68.03,75.09,311.69
125.8,AUG_0,67.69,75.36,311.12
125.9,AUG_0,67.34,75.63,310.55
126,AUG_0,67,75.89,310
126.1,AUG_0,66.65,76.14,309.47
126.2,AUG_0,66.29,76.4,308.94
126.3,AUG_0,65.94,76.66,308.41
126.4,AUG_0,65.59,76.9,307.83
126.5,AUG_0,65.23,77.13,307.22
126.6,AUG_0,64.87,77.37,306.61
126.7,AUG_0,64.51,77.6,306.01
126.8,AUG_0,64.15,77.82,305.44
126.9,AUG_0,63.78,78.05,304.9
127,AUG_0,63.42,78.27,304.35
127.1,AUG_0,63.06,78.49,303.81
127.2,AUG_0,62.69,78.71,303.24
127.3,AUG_0,62.32,78.91,302.63
127.4,AUG_0,61.95,79.11,302.02
127.5,AUG_0,61.57,79.32,301.42
